Sig_Gene	Cell_type	Level	Rank	Mean	Std	Cell_type_unseparated
Col26a1	Lamp5	0	29	3.179947993265506	2.7891174048778913	
Homer2	Lamp5	0	30	5.507340476296984	4.915945685052604	
Sema5a	Lamp5	0	31	7.759578082412212	6.971775902047574	
Ogfrl1	Lamp5	0	32	4.124925828366054	3.7276068479986275	
Lrrc3b	Lamp5	0	33	1.7034811375096401	1.5927541983412818	
Arl4c	Lamp5	0	34	3.7681765457568512	3.526895949460394	
Resp18	Lamp5	0	35	3.87129536526949	3.6990040870593894	
Chrna7	Lamp5	0	36	6.459046329032302	6.184974318130677	
Igf1	Lamp5	0	37	2.1617415668114663	2.0771721849161113	
Reln	Lamp5	0	38	18.11357623856253	17.63680003996484	
Sv2c	Lamp5	0	39	5.032392275506941	4.901973192511403	
Crispld1	Lamp5	0	40	4.270125487847316	4.175603463961532	
Tnfaip8l3	Lamp5	0	41	1.2478036761103646	1.2399831921771451	
Gm28153	Lamp5	0	42	1.8465721038974576	1.8378388098327243	
Asph	Lamp5	0	43	5.697826970738541	5.911257916752022	
Ap1s2	Lamp5	0	44	1.4426602854583368	1.499129409495977	
Nr2f1	Lamp5	0	45	1.2699255816963397	1.340393006756996	
Pde11a	Lamp5	0	46	9.037992837386946	9.572679970374033	
Gm16070	Lamp5	0	47	2.422533763455201	2.6390630307083445	
Rims3	Lamp5	0	48	1.1648828428305658	1.275137626290713	
Cnr1	Lamp5	0	49	6.820716263233306	7.50467098246108	
Mapk4	Lamp5	0	50	1.9545854196766246	2.174448898546501	
Gpr63	Lamp5	0	51	2.6273571968186213	2.958814225242814	
Bex1	Lamp5	0	52	1.5630930456746712	1.771903865649841	
Fam124a	Lamp5	0	53	1.1855863441408443	1.3726848323310148	
Cryab	Lamp5	0	54	1.227297273712518	1.4408966756853059	
Myo3b	Lamp5	0	55	1.4762178725914683	1.7492146117927534	
Adamtsl1	Lamp5	0	56	5.353572517327701	6.526719178450218	
Tmem132e	Lamp5	0	57	0.8507493046650959	1.0378456766254314	
Nectin1	Lamp5	0	58	0.9799865941423304	1.2015425087748	
Cpne4	Lamp5	0	59	2.376645917072676	2.9729882304287036	
Kcnk13	Lamp5	0	60	1.1707624676428183	1.5026132868270756	
Trdmt1	Lamp5	0	61	0.6922820955677829	0.895183907884856	
Bmp3	Lamp5	0	62	0.860833433402304	1.1174612842707288	
Pnoc	Lamp5	0	63	2.2747725210173817	2.9561351432237912	
Grk5	Lamp5	0	64	2.7665345637084515	3.6015919108946886	
Npy	Lamp5	0	65	54.42379285534304	72.63406091721079	
Deptor	Lamp5	0	66	2.667087092788973	3.6162756666675078	
Gm28154	Lamp5	0	67	0.5068061592842494	0.6956844861709252	
Hcrtr2	Lamp5	0	68	2.3179619213020244	3.2041389485375267	
Kcnq4	Lamp5	0	69	0.6291419445425748	0.8788630687813073	
Npas3	Lamp5	0	70	29.161564588226984	40.82161261043236	
Gm10848	Lamp5	0	71	0.6705591042614738	0.9505802975173933	
Ndnf	Lamp5	0	72	5.5385285300087865	7.894495108251596	
Nt5e	Lamp5	0	73	0.5022847693826301	0.7172129658673281	
Hapln1	Lamp5	0	74	2.3055824964108407	3.2929616733803946	
Arhgef37	Lamp5	0	75	1.6638515491523673	2.4061396183834756	
Slc6a11	Lamp5	0	76	0.463771280554443	0.671511967672696	
Zfp804b	Lamp5	0	77	30.730806018535883	44.667233368953966	
Rxfp1	Lamp5	0	78	2.7832520330354895	4.086799502397542	
Egfros	Lamp5	0	79	0.6704418495119702	0.9850538090434852	
Gpr12	Lamp5	0	80	0.44375700036450183	0.6580156088507505	
Pnck	Lamp5	0	81	0.6437642826426462	0.9887391934396038	
Thrsp	Lamp5	0	82	0.4982201331974795	0.769161589168157	
Fmo1	Lamp5	0	83	0.5859001857427669	0.9070183336219336	
Gipc2	Lamp5	0	84	0.6070743600054596	0.9536725120704933	
Bex4	Lamp5	0	85	0.622604727858902	0.9805494315962914	
Gm3510	Lamp5	0	86	1.0561437335287387	1.668289864380819	
Cplx3	Lamp5	0	87	0.92025920928217	1.4602983248941739	
Atp6ap1l	Lamp5	0	88	1.256552388960386	1.9984688275217557	
Fam46a	Lamp5	0	89	0.8859398382649812	1.4101727725223767	
Rgs8	Lamp5	0	90	0.6226548248253512	0.9946804422250523	
AC134453.1	Lamp5	0	91	0.961017071972846	1.572610836367465	
Marcksl1	Lamp5	0	92	0.646416643115019	1.0596969486997034	
Ddr2	Lamp5	0	93	0.7111202882041918	1.1668830234502707	
A530046M15Rik	Lamp5	0	94	0.5128198162349613	0.8512383613705874	
Zfp57	Lamp5	0	95	0.43990295466294355	0.7315220327156849	
Rgs10	Lamp5	0	96	1.6408248926942104	2.787608849261781	
Apbb1ip	Lamp5	0	97	0.9929890043086654	1.695060261944275	
Fbxl21	Lamp5	0	98	0.3460895159131111	0.5948356772286927	
4933412O06Rik	Lamp5	0	99	0.3763577969713852	0.6547581779234984	
Syde2	Lamp5	0	100	0.418679261720781	0.7360193375504154	
Ndst4	Lamp5	0	101	2.0578096756267663	3.6625070858448154	
Nudt11	Lamp5	0	102	0.4347821870083821	0.7869182012413666	
Scn3b	Lamp5	0	103	0.5030168443373721	0.9201721501572524	
Cxcl14	Lamp5	0	104	6.5557990661794845	12.003568748359962	
Gm30835	Lamp5	0	105	2.440300169585923	4.574263961484266	
Rasl11a	Lamp5	0	106	0.5948634092931153	1.1192442529900395	
Rxra	Lamp5	0	107	0.2979353643634589	0.5656621463740197	
4931422A03Rik	Lamp5	0	108	0.26283077104772756	0.5023472589943618	
Nos1	Lamp5	0	109	0.7290848364519429	1.41357621330708	
Necab2	Lamp5	0	110	0.6397358373430477	1.2755565393951789	
Ltbp2	Lamp5	0	111	0.5255492838598788	1.0845978498874926	
2600014E21Rik	Lamp5	0	112	0.5171146244775289	1.0695323798107206	
Col14a1	Lamp5	0	113	0.6630177251613535	1.3976445347830124	
Gm11844	Lamp5	0	114	0.48874968775257327	1.047890608170232	
Gm10475	Lamp5	0	115	0.3920963282800466	0.8448099898053882	
Dchs2	Lamp5	0	116	0.9410102831719985	2.0410013283992754	
1700060O08Rik	Lamp5	0	117	0.2866305891150528	0.6365717247128021	
Pawr	Lamp5	0	118	0.42453903188722947	0.9440607085532254	
Gng4	Lamp5	0	119	0.36834965687242804	0.8338005492472736	
Npas1	Lamp5	0	120	0.6018803749282442	1.3847526647961637	
Strip2	Lamp5	0	121	0.3376912317801828	0.8150673237525907	
Egln3	Lamp5	0	122	0.5385596231661515	1.309205780958976	
6530411M01Rik	Lamp5	0	123	0.31263988026803363	0.7751899230626722	
Sntg2	Lamp5	0	124	0.43189615154820105	1.0752455354673247	
Popdc3	Lamp5	0	125	0.546301811256966	1.3695669012038267	
Dock5	Lamp5	0	126	0.4789563208376682	1.2521009349307595	
Frem1	Lamp5	0	127	0.4032381556167475	1.1445187446316512	
Rab3c	Lamp5	1	128	20.83037104372523	8.581284547936734	L5 ET
Erbb4	Lamp5	1	129	137.52453287313395	56.795497832748644	Pvalb
A830018L16Rik	Lamp5	1	130	31.390663896733226	13.570692440090635	L5 ET
Phactr1	Lamp5	1	131	46.85044473113436	21.44738770380913	L5 ET
Dner	Lamp5	1	132	14.582187533046922	6.94098466478972	Pvalb
Zbtb16	Lamp5	1	133	11.121847871636177	5.461697939327952	L5 ET
Klf12	Pvalb	0	1	16.67560694218827	8.395235410279868	
Rbms3	Pvalb	0	2	15.429930425232607	7.905219435519907	
Kcnc2	Pvalb	0	3	65.09875554454914	33.7863570366844	
Kcnc1	Pvalb	0	4	11.17408028125977	6.1757994102317495	
Limch1	Pvalb	0	5	11.790349253661361	6.632749327085467	
Gm45881	Pvalb	0	6	8.851370358728216	5.035250685385787	
Etl4	Pvalb	0	7	35.70641467586976	20.706062122710996	
Fam19a2	Pvalb	0	8	21.823161579271325	12.686891635466026	
Srrm4	Pvalb	0	9	10.92778633165814	6.447373677054573	
Cntnap4	Pvalb	0	10	14.586709577968957	8.988752004741137	
Gm13629	Pvalb	0	11	6.9021653189537115	4.337073738519626	
Rcan2	Pvalb	0	12	6.578304317949505	4.136250438211362	
Tmem44	Pvalb	0	13	4.231678196747779	2.677737940948307	
Tm6sf1	Pvalb	0	14	4.613864555569279	2.95393231264432	
Dock4	Pvalb	0	15	29.4848913978613	18.979983006184185	
Cacna2d2	Pvalb	0	16	5.532571569824232	3.5734233431037756	
Man1c1	Pvalb	0	17	6.495833597510498	4.259868563642257	
Gria4	Pvalb	0	18	34.34802858500787	22.5832490902179	
Cux2	Pvalb	0	19	5.37429061784136	3.536881028426507	
Cux1	Pvalb	0	20	4.05852852962638	2.7427714283551867	
Gm1604a	Pvalb	0	21	5.935489104315998	4.052427947462347	
Ank1	Pvalb	0	22	4.414542404811537	3.0273316914516264	
Gm13052	Pvalb	0	23	3.7155202220741255	2.609325005870064	
Slc4a4	Pvalb	0	24	6.142112647659686	4.33070049384635	
Btbd11	Pvalb	0	25	15.51971900960802	10.97213305507138	
Hunk	Pvalb	0	26	4.467249663008257	3.2085530595229796	
4930517O19Rik	Pvalb	0	27	3.7620551210943804	2.7101876003518606	
Pla2g3	Pvalb	0	28	2.9007287683047833	2.0920479821445075	
Scn9a	Pvalb	0	29	4.456804242512114	3.2654361011335626	
9330182L06Rik	Pvalb	0	30	3.364256665672242	2.4830546978796946	
Rnf144b	Pvalb	0	31	5.295921192043051	3.922356720064685	
Acsl3	Pvalb	0	32	4.137348806000286	3.104533284554494	
Nek7	Pvalb	0	33	6.333754090549336	4.8009173660967575	
Frmpd1	Pvalb	0	34	3.4357131724397845	2.620797552384503	
Cemip	Pvalb	0	35	9.967329101877585	7.700205339835236	
Rps6ka2	Pvalb	0	36	2.87043549530855	2.2268737183742684	
Cntnap3	Pvalb	0	37	4.267465481387814	3.3142479484187466	
Zfp804a	Pvalb	0	38	18.275239097752785	14.355792422531957	
Stambpl1	Pvalb	0	39	3.788277896751745	2.9946048157854492	
Gpr176	Pvalb	0	40	7.403350443290401	5.8735886310961725	
Vwc2	Pvalb	0	41	6.737181587006552	5.418459355867576	
Fgf1	Pvalb	0	42	3.8410458017150018	3.090378648499733	
Wipf3	Pvalb	0	43	2.9477515009879	2.380112274212793	
Oprd1	Pvalb	0	44	3.961467246560645	3.2031421880502755	
Pacsin2	Pvalb	0	45	3.1178510606503225	2.554397925998745	
Ankrd24	Pvalb	0	46	2.175032305585962	1.807095058466822	
Gabrd	Pvalb	0	47	2.8929800815745175	2.4117841925837977	
Sptb	Pvalb	0	48	2.2532741119786373	1.889307880123327	
Pde5a	Pvalb	0	49	3.321231064953975	2.794910302010437	
Tmem132c	Pvalb	0	50	4.859691103960245	4.103425658731034	
Ankrd55	Pvalb	0	51	2.611478346179935	2.229083092596486	
Col19a1	Pvalb	0	52	7.115129709201904	6.082702165093642	
Gm16599	Pvalb	0	53	2.0293263776820183	1.744583062638941	
Plekhh2	Pvalb	0	54	2.5574244195069067	2.2077373445106456	
Manba	Pvalb	0	55	2.609821797597446	2.257940838200165	
Yes1	Pvalb	0	56	2.0092108447095116	1.7459531313521348	
Myo5b	Pvalb	0	57	2.465968572020131	2.162255623533311	
Samd5	Pvalb	0	58	3.0367128021785303	2.7072830333704414	
Plcxd3	Pvalb	0	59	7.170511754685726	6.47555030821293	
Gm15614	Pvalb	0	60	1.6004166970322609	1.473179202571613	
Akain1	Pvalb	0	61	1.8190965120919866	1.6916760181569186	
Gm28285	Pvalb	0	62	2.3921913857980543	2.2473590927524065	
Lhx6	Pvalb	0	63	1.47729069232474	1.3896370426156197	
Mafb	Pvalb	0	64	1.7510272631639108	1.6665457736191358	
Kcnc3	Pvalb	0	65	3.287232669758118	3.130509115907137	
Plch2	Pvalb	0	66	1.2588038612378087	1.2274274201023714	
Kcnip2	Pvalb	0	67	2.371891863183988	2.339662441295902	
Pparg	Pvalb	0	68	2.028451056361169	2.0248823678434094	
Adgra3	Pvalb	0	69	1.749872970855753	1.7665197053085107	
Cntnap5c	Pvalb	0	70	21.58074226121351	22.002272740571332	
Laptm4b	Pvalb	0	71	1.910059765999238	1.947590458410832	
Srrm4os	Pvalb	0	72	1.5719165535746085	1.6155128925757682	
Ntn4	Pvalb	0	73	1.4238334628978548	1.4765840733735436	
Rerg	Pvalb	0	74	1.8219296258688937	1.8918734201502536	
E430024P14Rik	Pvalb	0	75	1.498193819452439	1.5582412202862312	
Rab3b	Pvalb	0	76	5.256363934694236	5.492554112844693	
Usp6nl	Pvalb	0	77	1.4129473810161677	1.4804306809372612	
Optn	Pvalb	0	78	1.3288519084165842	1.419577005532434	
Fndc5	Pvalb	0	79	1.9082719633831888	2.0500537624969084	
Ifitm10	Pvalb	0	80	1.6012549331817914	1.7205344995360343	
Igsf3	Pvalb	0	81	1.0962814618727863	1.1925526084161715	
Ttc39c	Pvalb	0	82	2.0814559130438286	2.2730437329822504	
Bach1	Pvalb	0	83	0.9316379994036245	1.0255801367347546	
Tmem164	Pvalb	0	84	1.8649575267328238	2.064045569539923	
Pygo1	Pvalb	0	85	0.946258606642117	1.0480842318692734	
Rab27a	Pvalb	0	86	1.153563354125973	1.2826780773279622	
A730060N03Rik	Pvalb	0	87	1.2773837357221596	1.4222028280636374	
Inpp5j	Pvalb	0	88	1.2437370771690803	1.3868901725123728	
Syt2	Pvalb	0	89	3.829682225295701	4.274616350193284	
A930029G22Rik	Pvalb	0	90	1.2319908048821444	1.3880655656188783	
Eya4	Pvalb	0	91	5.171636410506064	5.891976929849214	
Prss23	Pvalb	0	92	1.4929755223273642	1.7273757417233844	
Trps1	Pvalb	0	93	7.899172938424779	9.201584814860121	
Kcnab3	Pvalb	0	94	1.0322668395602792	1.217544002232354	
Gm28501	Pvalb	0	95	1.5244579581523494	1.8121687782400693	
Hs3st1	Pvalb	0	96	1.8049484522964427	2.165352356734141	
P3h2	Pvalb	0	97	1.5613260674060272	1.906961263225952	
Gm6994	Pvalb	0	98	1.3202910770199392	1.6203914310450769	
Shd	Pvalb	0	99	0.8732800870570133	1.0763536185368572	
Gm45904	Pvalb	0	100	1.536629219408029	1.933176430316093	
Rbm20	Pvalb	0	101	1.702057193711461	2.1939277365384022	
Rsph3a	Pvalb	0	102	0.9885094237718343	1.2750337985807167	
Slc25a13	Pvalb	0	103	1.1735058214586	1.5148304832332375	
Gm17171	Pvalb	0	104	1.1068346734139254	1.42899306789175	
Endod1	Pvalb	0	105	1.062163017043523	1.3773153207245143	
Nacc2	Pvalb	0	106	0.9880779697557068	1.2846669588371735	
Mypn	Pvalb	0	107	1.3282813672285965	1.727825803178097	
Gm31218	Pvalb	0	108	1.0249996093232665	1.3363962866126387	
Pvalb	Pvalb	0	109	6.825843546698121	8.927067757413763	
Sdk1	Pvalb	0	110	5.377475648011817	7.03982985432425	
Furin	Pvalb	0	111	0.7634462552518542	1.0127298549469703	
Mybpc1	Pvalb	0	112	1.6615905203937407	2.236431838265983	
Thsd7a	Pvalb	0	113	9.41948205983611	13.116012522750847	
Aldh1l2	Pvalb	0	114	0.9327094317902603	1.3220930458530222	
Rnd2	Pvalb	0	115	0.8532840154289612	1.210435987533076	
Lrrc38	Pvalb	0	116	0.7274506420712061	1.052850600758711	
Ikbip	Pvalb	0	117	0.7277204265327193	1.053353792947956	
Gm26633	Pvalb	0	118	0.9152968215182882	1.328993818321016	
Tmem132cos	Pvalb	0	119	1.1671487560318579	1.6956167404747589	
Cox6a2	Pvalb	0	120	1.5778765027164356	2.296619010356083	
Gm26782	Pvalb	0	121	0.8996458351942205	1.3125213171830767	
Gm16267	Pvalb	0	122	0.5807838878467405	0.8497984660475669	
Stard5	Pvalb	0	123	0.8874588349562644	1.301056590727034	
Gm13889	Pvalb	0	124	1.0299011472928938	1.510913938054391	
Fam189a2	Pvalb	0	125	0.6298040029936574	0.9309425630098306	
Gm48749	Pvalb	0	126	0.8212582616305443	1.2265027955023746	
Relt	Pvalb	0	127	0.4939126423014712	0.7429472618004461	
Adamtsl5	Pvalb	0	128	0.9560780501514557	1.442340212695361	
Eef1e1	Pvalb	0	129	0.7033232197649261	1.0687578995817832	
Gpr68	Pvalb	0	130	0.6156559327988503	0.9366291560615979	
Steap2	Pvalb	0	131	0.553737245213397	0.8435436378037039	
Fgd3	Pvalb	0	132	0.6379378870127036	0.9720869034352972	
Slc30a3	Pvalb	0	133	0.6225416530534278	0.954111822935085	
Nrxn1	L5 ET	0	1	143.26855343822734	38.60238912159883	
Ptprd	L5 ET	0	2	278.3547501682012	75.1772235853866	
Celf2	L5 ET	0	3	194.35345022930673	55.457264361347	
Dlg2	L5 ET	0	4	224.14034690774992	67.72530283344364	
Fam155a	L5 ET	0	5	115.51155295659616	35.73548266388984	
Kalrn	L5 ET	0	6	68.97729661861467	21.7248471136338	
Nlgn1	L5 ET	0	7	183.26920591513144	57.89882653960363	
Ralyl	L5 ET	0	8	114.59428216687881	36.33767739547034	
Anks1b	L5 ET	0	9	100.76717828241772	31.96498841732948	
Nkain2	L5 ET	0	10	153.02617154197495	49.56906899154401	
Lrrc7	L5 ET	0	11	51.23046697023254	16.62750537115431	
Prkcb	L5 ET	0	12	44.016703704695715	14.356444593287213	
Dab1	L5 ET	0	13	86.22472176929982	28.651525095098133	
Agbl4	L5 ET	0	14	43.77089770105061	14.70481553348073	
Unc80	L5 ET	0	15	15.752670010461244	5.363232847951725	
Dclk1	L5 ET	0	16	40.669840103400965	13.85474118081383	
Cadm2	L5 ET	0	17	144.73293332250864	49.52089707511419	
Nptn	L5 ET	0	18	30.06199284077847	10.30702580423838	
Magi2	L5 ET	0	19	149.68473232319425	51.510649438237465	
Tnik	L5 ET	0	20	18.429076690711295	6.438902861457983	
Nrg3	L5 ET	0	21	195.65507780581098	68.42551056025674	
Ctnna2	L5 ET	0	22	105.90586339044211	37.14395432307141	
Opcml	L5 ET	0	23	185.47270789031415	65.28244089729127	
Phactr1	L5 ET	0	24	101.73181137806353	35.89222717425307	
Ank3	L5 ET	0	25	52.25807326964475	18.464327218178525	
Ptprn2	L5 ET	0	26	39.38335113342793	13.937720150032527	
Tanc2	L5 ET	0	27	21.028784972851344	7.52344679226718	
Plcb1	L5 ET	0	28	65.45394999053198	23.426946769841262	
Nrcam	L5 ET	0	29	26.30582968461251	9.423892564332261	
Gria2	L5 ET	0	30	51.19330790703329	18.365929405843797	
Khdrbs3	L5 ET	0	31	38.94033983772177	14.03343127227824	
Atp2b1	L5 ET	0	32	39.479350125072536	14.317898462455831	
Macrod2	L5 ET	0	33	48.71704137740186	17.74758514551111	
Asic2	L5 ET	0	34	85.35439143680296	31.208261404731285	
Grin2b	L5 ET	0	35	54.82332910679894	20.071483731880864	
Gabrb3	L5 ET	0	36	31.883395667144686	11.692755126713761	
Dmd	L5 ET	0	37	58.52760448268492	21.673093906129406	
Csmd2	L5 ET	0	38	23.71937242423443	8.786665241367272	
Cttnbp2	L5 ET	0	39	25.36017917613367	9.553661268277663	
Mical2	L5 ET	0	40	16.887669828076206	6.373316739842655	
Arpp21	L5 ET	0	41	59.61769695385431	22.625181417613156	
Pex5l	L5 ET	0	42	94.20517212533366	35.76596004945945	
Kcnd2	L5 ET	0	43	59.28807574730107	22.595372656724876	
Malat1	L5 ET	0	44	2486.6177192629307	956.1476600276245	
Ahi1	L5 ET	0	45	21.13678898928614	8.130434616969328	
Dennd1a	L5 ET	0	46	13.212795704007446	5.085368187716883	
Gria3	L5 ET	0	47	40.37115925523137	15.538438573182592	
Rtn3	L5 ET	0	48	28.347766439615025	10.942739062775985	
Kcnip4	L5 ET	0	49	359.01748999587915	138.62163813917326	
Atp2b2	L5 ET	0	50	25.60466976957437	9.888111595112457	
Chn1	L5 ET	0	51	22.67643071405304	8.774122221271313	
Rbfox2	L5 ET	0	52	17.483837207215895	6.77996773076835	
Dync1i1	L5 ET	0	53	17.634568608871028	6.842366583350028	
Pde4d	L5 ET	0	54	95.22125219914932	36.947912039681626	
Snap25	L5 ET	0	55	51.224551323559375	19.880622811340015	
Ntm	L5 ET	0	56	105.71503498700683	41.108141570924886	
Slit3	L5 ET	0	57	33.93197287422963	13.251595438023195	
Kcnh7	L5 ET	0	58	76.65250018361314	30.015274285938894	
Ppm1e	L5 ET	0	59	32.93926641223886	12.921033582486482	
Myt1l	L5 ET	0	60	24.58891334806283	9.659768216543636	
Sorl1	L5 ET	0	61	14.129755820836525	5.553668099446049	
Grin1	L5 ET	0	62	15.409288054265971	6.072797701738669	
Ppp3ca	L5 ET	0	63	31.336870547639222	12.358475868568096	
Dpp10	L5 ET	0	64	68.72167228940887	27.289626368581004	
Aff3	L5 ET	0	65	16.791926025825255	6.711704137561276	
Grm8	L5 ET	0	66	30.953324356266595	12.374397810065636	
Ppp1r12a	L5 ET	0	67	10.914348910151066	4.379717253652473	
Cdc42bpa	L5 ET	0	68	11.515551752521795	4.650948481900361	
Cnksr2	L5 ET	0	69	25.377997429934947	10.25796982082985	
Chd9	L5 ET	0	70	19.38426668973877	7.849580022430602	
Otud7a	L5 ET	0	71	18.97983345987756	7.708063504686082	
Sipa1l1	L5 ET	0	72	15.579013520479283	6.328220347198784	
Slc4a10	L5 ET	0	73	14.685044993664292	5.965119429853928	
Gm28928	L5 ET	0	74	234.36452528405349	95.42635905697789	
Camk2a	L5 ET	0	75	22.44769761689029	9.159610036884603	
Nos1ap	L5 ET	0	76	31.540796800856004	12.889422182984182	
Fam19a1	L5 ET	0	77	150.45571898295086	61.50089317183724	
Adgrl3	L5 ET	0	78	49.610398764983444	20.284780571334245	
Ppp1r9a	L5 ET	0	79	13.209097924207201	5.466206239780673	
Epha5	L5 ET	0	80	24.570560666730064	10.211805611858525	
Samd12	L5 ET	0	81	20.16728537324861	8.38736223817702	
Mbd5	L5 ET	0	82	17.00906973019285	7.076163571817042	
Akt3	L5 ET	0	83	17.216419990590207	7.166647258513971	
Fry	L5 ET	0	84	16.5365874755707	6.900097430166408	
Map2	L5 ET	0	85	25.94793865378455	10.834965055687675	
Stxbp5l	L5 ET	0	86	23.23386012311108	9.714186608014128	
Sgcz	L5 ET	0	87	163.22274649380157	68.2730124632443	
Bcl11b	L5 ET	0	88	13.180544383076262	5.513458811414399	
Unc79	L5 ET	0	89	13.702914637790316	5.735728181146349	
Mbnl2	L5 ET	0	90	12.839939314131803	5.389369844585771	
Ldb2	L5 ET	0	91	33.323656096077585	13.992699041629962	
Nrg3os	L5 ET	0	92	17.403468924816746	7.3156680718765195	
Ube2e2	L5 ET	0	93	31.23062198115584	13.133902095302485	
Fam135b	L5 ET	0	94	27.684976339668737	11.663848819755925	
Htr1f	L5 ET	0	95	23.471661500311228	9.889884014473477	
Gm26848	L5 ET	0	96	14.823158593767175	6.2577126456281	
Grid2	L5 ET	0	97	68.39413846126293	28.932067596930715	
Rabgap1l	L5 ET	0	98	16.944126137422874	7.181453063030431	
Gm20642	L5 ET	0	99	16.670165083308845	7.129592342759279	
Pde1a	L5 ET	0	100	45.92615874643043	19.655349829197473	
Prickle1	L5 ET	0	101	31.704074900064512	13.605816662022098	
R3hdm2	L5 ET	0	102	15.397880246263826	6.609842727660405	
Tnrc6c	L5 ET	0	103	12.7456926511128	5.482200943024669	
Esyt2	L5 ET	0	104	9.560470962620844	4.123329797334495	
Hivep2	L5 ET	0	105	45.915019054786484	19.907169991645176	
Ext1	L5 ET	0	106	23.928024395740163	10.38441247962927	
Ncam2	L5 ET	0	107	52.92849199998922	22.988787214907916	
Chrm3	L5 ET	0	108	26.246841434097334	11.437331403861343	
Kmt2c	L5 ET	0	109	7.097200018119908	3.0963688986377593	
Cacna2d3	L5 ET	0	110	36.95570657965825	16.143008213800808	
Cap2	L5 ET	0	111	14.662532177276065	6.409500684865244	
Ptprs	L5 ET	0	112	9.188689009411197	4.018915631502896	
Fnbp1l	L5 ET	0	113	9.21480701895283	4.0360196439425025	
Grm7	L5 ET	0	114	54.80519371981114	24.016493034554138	
Dlg1	L5 ET	0	115	13.113961417255176	5.768739989531703	
Khdrbs2	L5 ET	0	116	36.925863459170714	16.250793817879128	
Rapgef2	L5 ET	0	117	12.814359797791418	5.6716265127655054	
Rasal2	L5 ET	0	118	29.05343473755523	12.875343569936447	
Miat	L5 ET	0	119	11.626797019874392	5.160539070243989	
Prkce	L5 ET	0	120	32.877859624808714	14.60340387038497	
Exoc6b	L5 ET	0	121	13.001619024905384	5.778666135542352	
Psd3	L5 ET	0	122	16.173804833241064	7.221254402264831	
Gm2163	L5 ET	0	123	27.835962345185074	12.428965173912479	
Ppp2r2b	L5 ET	0	124	42.86127789541105	19.203686366710134	
Jmjd1c	L5 ET	0	125	15.344610619500672	6.884548675780049	
Hdac9	L5 ET	0	126	21.03865276296518	9.446256454914039	
Adcy2	L5 ET	0	127	13.786593224309016	6.194125974964414	
Atp9b	L5 ET	0	128	10.153317615483106	4.565350848586384	
Ptk2	L5 ET	0	129	18.196481012708915	8.182517708130021	
Ksr2	L5 ET	0	130	12.510709934349368	5.629888569036532	
Map1b	L5 ET	0	131	17.24740466791631	7.763756403553366	
Mkl2	L5 ET	0	132	13.261713548863808	5.9767902312757375	
Rock2	L5 ET	0	133	15.590421507722287	7.063298915320261	
